model,dataset,experiment_axis,scale_group,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,accuracy_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,balanced_accuracy_count,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,macro_f1_count,mean_confidence_mean,mean_confidence_std,mean_confidence_min,mean_confidence_max,mean_confidence_count,correct_mean_confidence_mean,correct_mean_confidence_std,correct_mean_confidence_min,correct_mean_confidence_max,correct_mean_confidence_count,wrong_mean_confidence_mean,wrong_mean_confidence_std,wrong_mean_confidence_min,wrong_mean_confidence_max,wrong_mean_confidence_count,confidence_gap_mean,confidence_gap_std,confidence_gap_min,confidence_gap_max,confidence_gap_count,fit_time_seconds_mean,fit_time_seconds_std,fit_time_seconds_min,fit_time_seconds_max,fit_time_seconds_count,predict_time_seconds_mean,predict_time_seconds_std,predict_time_seconds_min,predict_time_seconds_max,predict_time_seconds_count,wall_time_seconds_mean,wall_time_seconds_std,wall_time_seconds_min,wall_time_seconds_max,wall_time_seconds_count,seconds_per_test_sample_mean,seconds_per_test_sample_std,seconds_per_test_sample_min,seconds_per_test_sample_max,seconds_per_test_sample_count,peak_memory_mb_mean,peak_memory_mb_std,peak_memory_mb_min,peak_memory_mb_max,peak_memory_mb_count,training_throughput_mean,training_throughput_std,training_throughput_min,training_throughput_max,training_throughput_count
lightgbm,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,0.8245,0.0,0.8245,0.8245,2,0.6661019523885471,0.0,0.6661019523885471,0.6661019523885471,2,0.6922778844674413,0.0,0.6922778844674413,0.6922778844674413,2,0.8273665187672101,0.0,0.8273665187672101,0.8273665187672101,2,0.8440361100163896,0.0,0.8440361100163896,0.8440361100163896,2,0.7490526840951384,0.0,0.7490526840951384,0.7490526840951384,2,0.0949834259212512,0.0,0.0949834259212512,0.0949834259212512,2,0.25346699998317485,0.015071415379526564,0.2428098999662324,0.2641241000001173,2,0.0307869500120432,0.0001515329665952274,0.0306798000237904,0.030894100000296,2,0.6076597000110269,0.2660059343460232,0.4195650999990903,0.7957543000229634,2,5.131158335340539e-06,2.5255494432534587e-08,5.1133000039650745e-06,5.149016666716003e-06,2,179.119140625,20.536480148913988,164.59765625,193.640625,2,2181655.0418861643,129723.51175217025,2089926.667046872,2273383.4167254567,2
lightgbm,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,0.8130454754248967,0.0,0.8130454754248967,0.8130454754248967,2,0.5915686428343406,0.0,0.5915686428343406,0.5915686428343406,2,0.6071743825128472,0.0,0.6071743825128472,0.6071743825128472,2,0.8345258062793538,0.0,0.8345258062793538,0.8345258062793538,2,0.8508585327884401,0.0,0.8508585327884401,0.8508585327884401,2,0.7634965042619514,0.0,0.7634965042619514,0.7634965042619514,2,0.0873620285264887,0.0,0.0873620285264887,0.0873620285264887,2,0.34361530000387575,0.2346702144690116,0.1776784000103362,0.5095521999974153,2,0.0186955000172019,0.015730156006436853,0.0075726000359281,0.0298183999984757,2,0.5162186000161455,0.17157762195309467,0.3948949000332504,0.6375422999990406,2,8.587735423611389e-06,7.225611394780367e-06,3.4784566081434035e-06,1.3697014239079374e-05,2,165.189453125,16.91255789533293,153.23046875,177.1484375,2,694043.82177612,473993.4819702657,358879.8164367215,1029207.8271155184,2
lightgbm,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,0.8720379146919431,0.0,0.8720379146919431,0.8720379146919431,2,0.7041585865115276,0.0,0.7041585865115276,0.7041585865115276,2,0.726171593366979,0.0,0.726171593366979,0.726171593366979,2,0.934570844121368,0.0,0.934570844121368,0.934570844121368,2,0.9474501545665972,0.0,0.9474501545665972,0.9474501545665972,2,0.8468007284946234,0.0,0.8468007284946234,0.8468007284946234,2,0.1006494260719736,0.0,0.1006494260719736,0.1006494260719736,2,0.18972679999114916,0.07307609173540436,0.1380541999824345,0.2413993999998638,2,0.0042188499951407495,0.0007237237840948397,0.0037070999997013,0.0047305999905802,2,0.3115292499842326,0.05805834574992761,0.2704757999999856,0.3525826999684796,2,9.99727487000183e-06,1.7149852703669485e-06,8.784597155690316e-06,1.1209952584313344e-05,2,157.955078125,20.735353931122702,143.29296875,172.6171875,2,201686.69493919698,77682.62270736041,146756.78564246633,256616.6042359276,2
lightgbm,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,0.9675,0.0,0.9675,0.9675,2,0.9675,0.0,0.9675,0.9675,2,0.9673458371384378,0.0,0.9673458371384378,0.9673458371384378,2,0.9910067993222624,0.0,0.9910067993222624,0.9910067993222624,2,0.996671159040672,0.0,0.996671159040672,0.996671159040672,2,0.8223831677049913,0.0,0.8223831677049913,0.8223831677049913,2,0.1742879913356807,0.0,0.1742879913356807,0.1742879913356807,2,2.4686485500021718,0.5647152037316667,2.0693346000043675,2.867962499999976,2,0.0111817499946482,0.002442558962081494,0.0094545999891124,0.012908900000184,2,2.6603410000018357,0.38754344787730594,2.3863064000033773,2.934375600000294,2,2.7954374986620677e-05,6.106397405203754e-06,2.3636499972781165e-05,3.227225000046019e-05,2,200.697265625,20.221596660416854,186.3984375,214.99609375,2,143756.937361146,32885.08936181645,120503.66767348,167010.207048812,2
lightgbm,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,0.8725,0.0,0.8725,0.8725,2,0.8724999999999999,0.0,0.8724999999999999,0.8724999999999999,2,0.871777208722768,0.0,0.871777208722768,0.871777208722768,2,0.9578671175312924,0.0,0.9578671175312924,0.9578671175312924,2,0.9770543206220716,0.0,0.9770543206220716,0.9770543206220716,2,0.8265664532434124,0.0,0.8265664532434124,0.8265664532434124,2,0.1504878673786591,0.0,0.1504878673786591,0.1504878673786591,2,1.903380700020648,0.3023208172614754,1.6896076000411997,2.1171538000000965,2,0.0138495000193188,0.0004965304092265139,0.0134983999998894,0.0142006000387482,2,2.0550285499978145,0.15548705362104442,1.9450825999956576,2.164974499999971,2,3.4623750048297096e-05,1.2413260230662688e-06,3.374599999972361e-05,3.550150009687058e-05,2,191.34375,19.091883092036785,177.84375,204.84375,2,64702.48690554679,10276.929213332172,57435.60056902548,71969.3732420681,2
lightgbm,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,0.9475,0.0,0.9475,0.9475,2,0.9475,0.0,0.9475,0.9475,2,0.94700048315746,0.0,0.94700048315746,0.94700048315746,2,0.9822483100145428,0.0,0.9822483100145428,0.9822483100145428,2,0.9895534965448438,0.0,0.9895534965448438,0.9895534965448438,2,0.8504070864438692,0.0,0.8504070864438692,0.8504070864438692,2,0.1391464101009746,0.0,0.1391464101009746,0.1391464101009746,2,1.6509560999869561,0.2675533668275954,1.4617672999738716,1.8401449000000407,2,0.0109630500006687,0.003060711701350849,0.0087988000013865,0.0131272999999509,2,1.7969904500150733,0.12734561791876992,1.70694350003032,1.8870373999998264,2,2.740762500167193e-05,7.651779253377188e-06,2.1997000003466384e-05,3.281824999987748e-05,2,185.470703125,20.122159769312496,171.2421875,199.69921875,2,62849.990608015796,10185.447446113345,55647.79164944984,70052.18956658174,2
lightgbm,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,0.71,0.0,0.71,0.71,2,0.71,0.0,0.71,0.71,2,0.7107758647139355,0.0,0.7107758647139355,0.7107758647139355,2,0.937862858921887,0.0,0.937862858921887,0.937862858921887,2,0.9532633861037176,0.0,0.9532633861037176,0.9532633861037176,2,0.9001581199594746,0.0,0.9001581199594746,0.9001581199594746,2,0.0531052661442429,0.0,0.0531052661442429,0.0531052661442429,2,2.584179450020258,2.1736622967199986,1.0471681000000217,4.121190800040495,2,0.042098449982177,0.015256465174972268,0.0313105000000177,0.0528863999643363,2,3.0316388000104553,2.638142427201969,1.166190400000005,4.897087200020906,2,0.00010524612495542223,3.8141162937401716e-05,7.827625000004445e-05,0.0001322159999108,2,187.302734375,29.154344044625034,166.6875,207.91796875,2,5748.503182785122,4835.308411301304,2329.423816025618,9167.582549544626,2
lightgbm,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,0.9625,0.0,0.9625,0.9625,2,0.9625,0.0,0.9625,0.9625,2,0.9626858067264056,0.0,0.9626858067264056,0.9626858067264056,2,0.9859393009465112,0.0,0.9859393009465112,0.9859393009465112,2,0.9947027435789728,0.0,0.9947027435789728,0.9947027435789728,2,0.7610109400466687,0.0,0.7610109400466687,0.7610109400466687,2,0.2336918035323041,0.0,0.2336918035323041,0.2336918035323041,2,2.183939599994119,1.320684124169783,1.250074899988249,3.117804299999989,2,0.01948735000723895,0.011600016024717342,0.0112849000142887,0.0276898000001892,2,2.4494739000160735,1.1985597119603095,1.6019642000319436,3.2969836000002037,2,4.87183750180975e-05,2.900004006179345e-05,2.821225003572181e-05,6.92245000004732e-05,2,195.01171875,13.827252135233817,185.234375,204.7890625,2,215172.59657091898,130120.37157454697,123163.59946004352,307181.5936817944,2
lightgbm,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,0.77,0.0,0.77,0.77,2,0.7699999999999999,0.0,0.7699999999999999,0.7699999999999999,2,0.775125536874906,0.0,0.775125536874906,0.775125536874906,2,0.9431786429773212,0.0,0.9431786429773212,0.9431786429773212,2,0.9694156698236452,0.0,0.9694156698236452,0.9694156698236452,2,0.8553416400570181,0.0,0.8553416400570181,0.8553416400570181,2,0.1140740297666271,0.0,0.1140740297666271,0.1140740297666271,2,1.7833298499984949,0.5142991973450245,1.4196653999970297,2.1469942999999603,2,0.01331740000159695,0.0013954045199014167,0.0123307000030763,0.0143041000001176,2,1.9224583500210883,0.38345135019631343,1.6513173000421375,2.193599400000039,2,3.3293500003992455e-05,3.488511299753495e-06,3.082675000769086e-05,3.576025000029404e-05,2,198.203125,33.23401871576773,174.703125,221.703125,2,43997.96909203201,12688.690310916045,35025.71012880723,52970.22805525679,2
lightgbm,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,0.9369369369369368,0.0,0.9369369369369368,0.9369369369369368,2,0.6879227053140097,0.0,0.6879227053140097,0.6879227053140097,2,0.7140228192859772,0.0,0.7140228192859772,0.7140228192859772,2,0.984333217560516,0.0,0.984333217560516,0.984333217560516,2,0.9927568735920388,0.0,0.9927568735920388,0.9927568735920388,2,0.8591817565207481,0.0,0.8591817565207481,0.8591817565207481,2,0.1335751170712907,0.0,0.1335751170712907,0.1335751170712907,2,0.18339399999331354,0.039209353849969014,0.1556688000000576,0.2111191999865695,2,0.0033017499899869497,0.0003164302990961145,0.0030779999797232,0.0035255000002507,2,0.2894438999851445,0.15615633016551994,0.1790246999998999,0.3998630999703891,2,1.4872747702644153e-05,1.425361707640197e-06,1.3864864773528133e-05,1.5880630631760175e-05,2,156.935546875,20.707732572482605,142.29296875,171.578125,2,103943.83318174978,22223.03093827481,88229.77730677722,119657.88905672234,2
lightgbm,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,0.9743243243243244,0.0,0.9743243243243244,0.9743243243243244,2,0.9742581056376484,0.0,0.9742581056376484,0.9742581056376484,2,0.9743175707271452,0.0,0.9743175707271452,0.9743175707271452,2,0.977335668684224,0.0,0.977335668684224,0.977335668684224,2,0.9825830948191318,0.0,0.9825830948191318,0.9825830948191318,2,0.7782096558806278,0.0,0.7782096558806278,0.7782096558806278,2,0.2043734389385039,0.0,0.2043734389385039,0.2043734389385039,2,0.20818850000205202,0.011603339433887893,0.1999837000039406,0.2163933000001634,2,0.00684240001783105,0.0003624629621477685,0.0065860999993674,0.0070987000362947,2,0.3417859000023782,0.1232314585588019,0.2546480999999403,0.428923700004816,2,4.623243255291281e-06,2.449074068566124e-07,4.450067567140158e-06,4.796418943442405e-06,2,162.40234375,19.914999579511747,148.3203125,176.484375,2,569600.0638473978,31746.532024201293,547151.8757739292,592048.2519208664,2
lightgbm,sylvine_5124rows_20feat_binclass,sample_scale,B_3000_10000,0.944390243902439,0.0,0.944390243902439,0.944390243902439,2,0.9444120827241717,0.0,0.9444120827241717,0.9444120827241717,2,0.9443646138947056,0.0,0.9443646138947056,0.9443646138947056,2,0.9745491409860604,0.0,0.9745491409860604,0.9745491409860604,2,0.9842763662701072,0.0,0.9842763662701072,0.9842763662701072,2,0.8093569642324222,0.0,0.8093569642324222,0.8093569642324222,2,0.1749194020376848,0.0,0.1749194020376848,0.1749194020376848,2,0.3824827500038736,0.26156806146574013,0.1975261999996291,0.5674393000081182,2,0.00667889999203905,0.0031029259662656333,0.0044847999997728,0.0088729999843053,2,0.521049949985354,0.4098212005530734,0.2312626000002637,0.8108372999704443,2,6.5159999922332465e-06,3.027244845137237e-06,4.375414633924687e-06,8.656585350541807e-06,2,160.263671875,20.43151898608161,145.81640625,174.7109375,2,279753.57635280513,191314.77342172962,144473.60272513225,415033.54998047807,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,0.827,0.0,0.827,0.827,2,0.6685162933951249,0.0,0.6685162933951249,0.6685162933951249,2,0.6956106349773291,0.0,0.6956106349773291,0.6956106349773291,2,0.8379436119993529,2.7859066918142044e-08,0.8379435923000177,0.8379436316986879,2,0.8551297791839751,2.13282420577583e-08,0.8551297641026305,0.8551297942653197,2,0.7557877723364472,5.907867498911038e-08,0.7557877305615155,0.7557878141113789,2,0.09934200684752789,3.775043290681939e-08,0.0993419801539408,0.099342033541115,2,0.938907250020975,0.21607761945464216,0.7861173000419512,1.0916971999999987,2,894.5710126500003,451.6608736435575,575.1985461000004,1213.9434792000002,2,1715.3422334499949,777.2458949237712,1165.7463904999895,2264.9380764,2,0.149095168775,0.07527681227392627,0.09586642435,0.2023239132,2,15192.328125,4175.592601156308,12239.73828125,18144.91796875,2,603909.9985770647,138982.24223369596,505634.7126291069,702185.2845250225,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,0.8259072117593018,0.0,0.8259072117593018,0.8259072117593018,2,0.6004442183974592,0.0,0.6004442183974592,0.6004442183974592,2,0.6202892414602437,0.0,0.6202892414602437,0.6202892414602437,2,0.8423219212819855,4.232108905046873e-08,0.8423218913564564,0.8423219512075145,2,0.8606759210648606,4.56629926955304e-08,0.8606758887762488,0.8606759533534724,2,0.7552493840534643,2.6466886385481413e-08,0.7552493653385495,0.7552494027683792,2,0.10542653701139626,1.9196106324768598e-08,0.1054265234376993,0.1054265505850932,2,0.6309263499861117,0.062018285188456625,0.5870727999717928,0.6747799000004306,2,105.07655020000493,26.307314955711565,86.474469400011,123.67863099999886,2,213.56622270000844,51.12096922523175,177.41823870001826,249.7142066999986,2,0.048266674414333896,0.012084205308089837,0.0397218508957331,0.0568114979329347,2,10037.359375,225.9648107629261,9877.578125,10197.140625,2,291247.5521278889,28628.814993548564,271003.92290861555,311491.1813471622,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,0.8767772511848341,0.0,0.8767772511848341,0.8767772511848341,2,0.6692092221503987,0.0,0.6692092221503987,0.6692092221503987,2,0.7050537634408602,0.0,0.7050537634408602,0.7050537634408602,2,0.8830919209955992,3.5655035384560395e-08,0.883091895783682,0.8830919462075165,2,0.9059857964515687,4.2602490166702606e-08,0.905985766327059,0.9059858265760784,2,0.7201931917896638,1.3778777479316311e-08,0.7201931820465968,0.7201932015327307,2,0.18579260466190484,5.6381267596953527e-08,0.1857925647943282,0.1857926445294815,2,0.7591401500071697,0.46163261147714146,0.4327166000148281,1.0855636999995113,2,15.358953399991151,8.192334388715514,9.566098199982662,21.15180859999964,2,34.128736549986115,16.49380271879615,22.465856799972244,45.79161629999999,2,0.036395624170595095,0.019413114665202635,0.0226684791468783,0.0501227691943119,2,2331.38671875,18.351630680482117,2318.41015625,2344.36328125,2,57252.89741155048,34815.44817050883,32634.6579201349,81871.13690296606,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,0.9825,0.0,0.9825,0.9825,2,0.9825,0.0,0.9825,0.9825,2,0.9824984372558212,0.0,0.9824984372558212,0.9824984372558212,2,0.9924362633377314,8.534736691568275e-09,0.9924362573027612,0.9924362693727016,2,0.9949570214778716,8.150535498703782e-09,0.9949570157145726,0.9949570272411704,2,0.8509136991841453,3.0104891843962994e-08,0.8509136778967721,0.8509137204715184,2,0.1440433222937263,2.195435626675459e-08,0.1440433067696521,0.1440433378178005,2,1.363664600008292,0.012671636373378382,1.354704399999946,1.372624800016638,2,115.9272627499953,39.464207659242724,88.02185389999067,143.8326715999999,2,227.3567251499893,75.43127879569705,174.01875639997888,280.6946938999997,2,0.2898181568749882,0.09866051914810675,0.2200546347499767,0.3595816789999997,2,14678.591796875,3253.075130343216,12378.3203125,16978.86328125,2,253445.69442323287,2355.1037990646732,251780.38455651604,255111.00428994972,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,0.9225,0.0,0.9225,0.9225,2,0.9225,0.0,0.9225,0.9225,2,0.9222297786874092,0.0,0.9222297786874092,0.9222297786874092,2,0.9158495483547449,4.815277446608893e-08,0.9158495143055916,0.9158495824038982,2,0.9384591959840882,5.31118822931219e-08,0.9384591584283162,0.9384592335398604,2,0.646721807218367,1.0876606057197864e-08,0.6467217995274451,0.6467218149092889,2,0.2917373887657212,6.398848831106745e-08,0.2917373435190272,0.2917374340124152,2,1.3960400499962589,0.9922661876030736,0.6944019000000026,2.097678199992515,2,29.94615090001219,13.268389795765426,20.563982500000066,39.32831930002431,2,64.7009387499939,30.357730290710908,43.23478179999995,86.16709569998784,2,0.0748653772500304,0.03317097448941355,0.0514099562500001,0.0983207982500607,2,5518.056640625,17.967693795384733,5505.3515625,5530.76171875,2,116541.79080106819,82834.6424982011,57968.85337342681,175114.72822870954,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,0.975,0.0,0.975,0.975,2,0.975,0.0,0.975,0.975,2,0.975015727207024,0.0,0.975015727207024,0.975015727207024,2,0.9866094891354441,4.688836821472523e-09,0.9866094858199358,0.9866094924509524,2,0.9945729007323583,3.998547124347725e-09,0.9945728979049584,0.994572903559758,2,0.676036436855793,3.161013638317052e-08,0.6760364145040512,0.6760364592075347,2,0.3185364638765653,2.7611589160692017e-08,0.3185364443522234,0.3185364834009073,2,0.6042282000067871,0.016264870190272243,0.5927272000001267,0.6157292000134476,2,19.37593395001238,1.2069101481114766,18.522519599999896,20.229348300024867,2,41.00362489999179,3.406859705049638,38.5946113,43.41263849998359,2,0.048439834875030896,0.003017275370278678,0.0463062989999997,0.0505733707500621,2,4683.453125,17.241252063150117,4671.26171875,4695.64453125,2,169533.8169274063,4563.582972715725,166306.87646089154,172760.75739392103,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,0.775,0.0,0.775,0.775,2,0.775,0.0,0.775,0.775,2,0.7680489426622548,0.0,0.7680489426622548,0.7680489426622548,2,0.7823578388616442,2.649983100750499e-08,0.782357820123434,0.7823578575998544,2,0.8347801414228255,3.1270242335939235e-08,0.834780119311425,0.8347801635342259,2,0.6017921300397979,1.0068413838848551e-08,0.6017921229203542,0.6017921371592416,2,0.2329880113830275,2.1201828497090683e-08,0.2329879963910708,0.2329880263749842,2,0.814819200011982,0.5989458894754872,0.3913005000000567,1.2383379000239074,2,11.33096004998282,3.882466160734661,8.585641900000041,14.0762781999656,2,28.101868349990582,10.32553051992921,20.80061569999998,35.403120999981184,2,0.02832740012495705,0.009706165401836655,0.0214641047500001,0.035190695499914,2,1176.78125,17.313067595614374,1164.5390625,1189.0234375,2,16142.950653810498,11866.134153396539,7752.326727474514,24533.574580146484,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,0.975,0.0,0.975,0.975,2,0.975,0.0,0.975,0.975,2,0.97494801061037,0.0,0.97494801061037,0.97494801061037,2,0.9881675144284964,3.0556465861238856e-09,0.988167512267828,0.9881675165891648,2,0.9948017610571324,4.700994675417095e-09,0.9948017577330271,0.9948017643812376,2,0.7294318959116936,3.055646517039817e-07,0.7294316798448562,0.7294321119785309,2,0.2653698651454388,3.1026564635977266e-07,0.2653696457544963,0.2653700845363813,2,1.6059576999944056,0.16984874590551416,1.4858564999885857,1.7260589000002255,2,141.71370854999805,63.19760980797692,97.0262500999961,186.401167,2,279.6138526499831,126.37315710658163,190.25453629996628,368.9731689999999,2,0.3542842713749951,0.1579940245199423,0.2425656252499902,0.4660029174999999,2,15247.337890625,3944.5813681698355,12458.09765625,18036.578125,2,240454.46530071658,25430.86245599741,222472.1300066584,258436.80059477472,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,0.8925,0.0,0.8925,0.8925,2,0.8925000000000001,0.0,0.8925000000000001,0.8925000000000001,2,0.8913521741273422,0.0,0.8913521741273422,0.8913521741273422,2,0.8809297825396061,1.1485016256900843e-08,0.8809297744184732,0.880929790660739,2,0.9220417618584567,3.423693647213342e-09,0.9220417594375396,0.9220417642793736,2,0.539604744938917,1.3526197890907659e-07,0.5396046492942544,0.5396048405835795,2,0.3824370169195396,1.3868567253666377e-07,0.3824369188539601,0.3824371149851191,2,0.5747632000225167,0.0049248573416772,0.5712807999998404,0.578245600045193,2,16.04970184998865,0.5848140068669904,15.636175900000126,16.463227799977176,2,34.28758280001523,2.1507805334059027,32.766751299999896,35.80841430003056,2,0.0401242546249716,0.001462035017167455,0.0390904397500003,0.0411580694999429,2,3596.5546875,17.915213213968546,3583.88671875,3609.22265625,2,130841.29369930044,1121.1133660685027,130048.54683567453,131634.04056292636,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,0.945945945945946,0.0,0.945945945945946,0.945945945945946,2,0.6618357487922705,0.0,0.6618357487922705,0.6618357487922705,2,0.7130547177940543,0.0,0.7130547177940543,0.7130547177940543,2,0.9484370569656562,4.461490714948351e-08,0.9484370254181528,0.9484370885131596,2,0.9591179964088258,5.1379015405323014e-08,0.9591179600783756,0.959118032739276,2,0.761520616710186,7.375698489406456e-08,0.7615205645561218,0.7615206688642502,2,0.1975973796986398,1.2513600018163064e-07,0.1975972912141255,0.1975974681831541,2,0.3936170500037406,0.03250011258307031,0.3706360000069253,0.4165981000005558,2,4.714024750002864,0.20496289083852107,4.569094099999347,4.85895540000638,2,11.653788400001758,1.0461098941252496,10.914076999999452,12.393499800004063,2,0.0212343457207336,0.0009232562650383754,0.020581504954952,0.0218871864865152,2,1348.578125,21.340261685340884,1333.48828125,1363.66796875,2,47484.50680736332,3920.6935196943587,44712.15783263329,50256.85578209336,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,0.9797297297297296,0.0,0.9797297297297296,0.9797297297297296,2,0.979651210572166,0.0,0.979651210572166,0.979651210572166,2,0.979723471999211,0.0,0.979723471999211,0.979723471999211,2,0.9819156697070276,2.107342299937305e-09,0.9819156682169116,0.9819156711971436,2,0.985741431507571,1.976541979444752e-09,0.9857414301099447,0.9857414329051972,2,0.7970038493474325,8.429369788533891e-09,0.797003843386968,0.797003855307897,2,0.1887375821601385,6.452827966098385e-09,0.1887375775973001,0.1887375867229769,2,0.4521695000030377,0.03587972944442323,0.4267987000057474,0.477540300000328,2,56.496632349979336,8.27536081636967,50.6450685999589,62.34819609999977,2,126.81317950000494,36.68145319787646,100.87547520000952,152.75088380000034,2,0.03817340023647245,0.005591460011060585,0.0342196409459181,0.0421271595270268,2,6221.267578125,12.288742458980273,6212.578125,6229.95703125,2,262675.6715615479,20843.360791024654,247937.18980349653,277414.1533195992,2
